Refs,Qty,Value,Footprint,Manufacturer,MPN,Description,Link,DNP
R90,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R91,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R94,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R95,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R98,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R99,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
U4,1,74HCT574,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,Texas Instruments,SN74HCT574DWR,Solenoid 9-16 latch,https://jlcpcb.com/partdetail/TexasInstruments-SN74HCT574DWR/C6788,
B3,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,Bypass 100 nF 50 V X7R 0805,https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
D1,1,M7,Diode_SMD:D_SMA,MDD(Microdiode Semiconductor),M7,M7 1 A 1000 V 30 A surge SMA rectifier,https://jlcpcb.com/partdetail/C95872,
D2,1,M7,Diode_SMD:D_SMA,MDD(Microdiode Semiconductor),M7,M7 1 A 1000 V 30 A surge SMA rectifier,https://jlcpcb.com/partdetail/C95872,
D3,1,M7,Diode_SMD:D_SMA,MDD(Microdiode Semiconductor),M7,M7 1 A 1000 V 30 A surge SMA rectifier,https://jlcpcb.com/partdetail/C95872,
D9,1,M7,Diode_SMD:D_SMA,MDD(Microdiode Semiconductor),M7,M7 1 A 1000 V 30 A surge SMA rectifier,https://jlcpcb.com/partdetail/C95872,
D10,1,M7,Diode_SMD:D_SMA,MDD(Microdiode Semiconductor),M7,M7 1 A 1000 V 30 A surge SMA rectifier,https://jlcpcb.com/partdetail/C95872,
D11,1,M7,Diode_SMD:D_SMA,MDD(Microdiode Semiconductor),M7,M7 1 A 1000 V 30 A surge SMA rectifier,https://jlcpcb.com/partdetail/C95872,
D12,1,M7,Diode_SMD:D_SMA,MDD(Microdiode Semiconductor),M7,M7 1 A 1000 V 30 A surge SMA rectifier,https://jlcpcb.com/partdetail/C95872,
D38,1,M7,Diode_SMD:D_SMA,MDD(Microdiode Semiconductor),M7,M7 1 A 1000 V 30 A surge SMA rectifier,https://jlcpcb.com/partdetail/C95872,
J125,1,J125 Sol 17-24 drive (backbox flashers),Connector_Molex:Molex_KK-396_A-41791-0009_1x09_P3.96mm_Vertical,MOLEX,0026604090,J125 Sol 17-24 drive (backbox flashers),https://jlcpcb.com/partdetail/MOLEX-0026604090/C17420444,
J126,1,J126 Sol 17-24 drive (playfield flashers) + tie-back cathodes of sol 21-24 on pins 10-13 (A-12697 D9-D12; N/C on STTNG),Connector_Molex:Molex_KK-396_A-41791-0013_1x13_P3.96mm_Vertical,MOLEX,0026604130,J126 Sol 17-24 drive (playfield flashers) + tie-back cathodes of sol 21-24 on pins 10-13 (A-12697 D9-D12; N/C on STTNG),https://jlcpcb.com/partdetail/MOLEX-0026604130/C17226055,
Q28,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q30,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q32,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q34,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q36,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q38,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q40,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q42,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
R38,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R39,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R42,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R43,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R46,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R47,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R50,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R51,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R54,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R55,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R58,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R59,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R62,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R63,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R66,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R67,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
U3,1,74HCT574,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,Texas Instruments,SN74HCT574DWR,Solenoid 17-24 latch,https://jlcpcb.com/partdetail/TexasInstruments-SN74HCT574DWR/C6788,
B2,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,Bypass 100 nF 50 V X7R 0805,https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
D5,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D6,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D7,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D8,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
J122,1,J122 Sol 25-28 drive + tie-back (playfield),Connector_Molex:Molex_KK-396_A-41791-0009_1x09_P3.96mm_Vertical,MOLEX,0026604090,J122 Sol 25-28 drive + tie-back (playfield),https://jlcpcb.com/partdetail/MOLEX-0026604090/C17420444,
J123,1,"J123 Sol 25-28 drive (backbox, parallel to J122/J124; N/C on STTNG)",Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,MOLEX,26604050,"J123 Sol 25-28 drive (backbox, parallel to J122/J124; N/C on STTNG)",https://jlcpcb.com/partdetail/C505166,
J124,1,J124 Sol 25-28 drive (backbox),Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,MOLEX,26604050,J124 Sol 25-28 drive (backbox),https://jlcpcb.com/partdetail/C505166,
Q20,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q22,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q24,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q26,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
R22,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R23,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R26,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R27,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R30,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R31,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R34,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R35,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
U2,1,74HCT574,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,Texas Instruments,SN74HCT574DWR,Solenoid 25-28 latch,https://jlcpcb.com/partdetail/TexasInstruments-SN74HCT574DWR/C6788,
B18,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,Bypass 100 nF 50 V X7R 0805,https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
B19,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,Bypass 100 nF 50 V X7R 0805,https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
J136,1,J136 lamp column 8 (cabinet),Connector_Molex:Molex_KK-396_A-41791-0003_1x03_P3.96mm_Vertical,MOLEX,26604030,J136 lamp column 8 (cabinet),https://jlcpcb.com/partdetail/C240823,
J137,1,J137 lamp columns (playfield),Connector_Molex:Molex_KK-396_A-41791-0009_1x09_P3.96mm_Vertical,MOLEX,0026604090,J137 lamp columns (playfield),https://jlcpcb.com/partdetail/MOLEX-0026604090/C17420444,
J138,1,J138 lamp columns (backbox),Connector_Molex:Molex_KK-396_A-41791-0009_1x09_P3.96mm_Vertical,MOLEX,0026604090,J138 lamp columns (backbox),https://jlcpcb.com/partdetail/MOLEX-0026604090/C17420444,
Q91,1,IRFR5305TRPBF,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IRFR5305TRPBF,"P-MOSFET -55 V -31 A 65 mOhm @-10 V, DPAK (TO-252)",https://jlcpcb.com/partdetail/InfineonTechnologies-IRFR5305TRPBF/C2624,
Q92,1,IRFR5305TRPBF,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IRFR5305TRPBF,"P-MOSFET -55 V -31 A 65 mOhm @-10 V, DPAK (TO-252)",https://jlcpcb.com/partdetail/InfineonTechnologies-IRFR5305TRPBF/C2624,
Q93,1,IRFR5305TRPBF,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IRFR5305TRPBF,"P-MOSFET -55 V -31 A 65 mOhm @-10 V, DPAK (TO-252)",https://jlcpcb.com/partdetail/InfineonTechnologies-IRFR5305TRPBF/C2624,
Q94,1,IRFR5305TRPBF,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IRFR5305TRPBF,"P-MOSFET -55 V -31 A 65 mOhm @-10 V, DPAK (TO-252)",https://jlcpcb.com/partdetail/InfineonTechnologies-IRFR5305TRPBF/C2624,
Q95,1,IRFR5305TRPBF,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IRFR5305TRPBF,"P-MOSFET -55 V -31 A 65 mOhm @-10 V, DPAK (TO-252)",https://jlcpcb.com/partdetail/InfineonTechnologies-IRFR5305TRPBF/C2624,
Q96,1,IRFR5305TRPBF,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IRFR5305TRPBF,"P-MOSFET -55 V -31 A 65 mOhm @-10 V, DPAK (TO-252)",https://jlcpcb.com/partdetail/InfineonTechnologies-IRFR5305TRPBF/C2624,
Q97,1,IRFR5305TRPBF,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IRFR5305TRPBF,"P-MOSFET -55 V -31 A 65 mOhm @-10 V, DPAK (TO-252)",https://jlcpcb.com/partdetail/InfineonTechnologies-IRFR5305TRPBF/C2624,
Q98,1,IRFR5305TRPBF,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IRFR5305TRPBF,"P-MOSFET -55 V -31 A 65 mOhm @-10 V, DPAK (TO-252)",https://jlcpcb.com/partdetail/InfineonTechnologies-IRFR5305TRPBF/C2624,
R176,1,1.5K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1501T5E,"Resistor 1K5 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/4717-0805W8F1501T5E/C4310,
R177,1,1K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1001T5E,"Resistor 1K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18201-0805W8F1001T5E/C17513,
R178,1,1.5K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1501T5E,"Resistor 1K5 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/4717-0805W8F1501T5E/C4310,
R179,1,1K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1001T5E,"Resistor 1K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18201-0805W8F1001T5E/C17513,
R180,1,1.5K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1501T5E,"Resistor 1K5 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/4717-0805W8F1501T5E/C4310,
R181,1,1K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1001T5E,"Resistor 1K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18201-0805W8F1001T5E/C17513,
R182,1,1.5K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1501T5E,"Resistor 1K5 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/4717-0805W8F1501T5E/C4310,
R183,1,1K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1001T5E,"Resistor 1K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18201-0805W8F1001T5E/C17513,
R184,1,1.5K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1501T5E,"Resistor 1K5 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/4717-0805W8F1501T5E/C4310,
R185,1,1K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1001T5E,"Resistor 1K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18201-0805W8F1001T5E/C17513,
R186,1,1.5K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1501T5E,"Resistor 1K5 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/4717-0805W8F1501T5E/C4310,
R187,1,1K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1001T5E,"Resistor 1K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18201-0805W8F1001T5E/C17513,
R188,1,1.5K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1501T5E,"Resistor 1K5 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/4717-0805W8F1501T5E/C4310,
R189,1,1K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1001T5E,"Resistor 1K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18201-0805W8F1001T5E/C17513,
R190,1,1.5K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1501T5E,"Resistor 1K5 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/4717-0805W8F1501T5E/C4310,
R191,1,1K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1001T5E,"Resistor 1K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18201-0805W8F1001T5E/C17513,
U18,1,74HCT574,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,Texas Instruments,SN74HCT574DWR,Lamp column latch,https://jlcpcb.com/partdetail/TexasInstruments-SN74HCT574DWR/C6788,
U19,1,TBD62083AFWG,Package_SO:SOIC-18W_7.5x11.6mm_P1.27mm,TOSHIBA,"TBD62083AFWG,EL","8-ch DMOS sink driver (ULN2803 pin-compatible), SOIC-18W",https://jlcpcb.com/partdetail/TOSHIBA-TBD62083AFWGEL/C165895,
B10,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,Bypass 100 nF 50 V X7R 0805,https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
B11,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,Bypass 100 nF 50 V X7R 0805,https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
B12,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,Bypass 100 nF 50 V X7R 0805,https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
B13,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,Bypass 100 nF 50 V X7R 0805,https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
B15,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,Bypass 100 nF 50 V X7R 0805,https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
B16,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,Bypass 100 nF 50 V X7R 0805,https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
C13,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,"Capacitor 100 nF 50 V X7R, 0805",https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
C14,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,"Capacitor 100 nF 50 V X7R, 0805",https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
C15,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,"Capacitor 100 nF 50 V X7R, 0805",https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
C16,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,"Capacitor 100 nF 50 V X7R, 0805",https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
C17,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,"Capacitor 100 nF 50 V X7R, 0805",https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
C18,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,"Capacitor 100 nF 50 V X7R, 0805",https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
C19,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,"Capacitor 100 nF 50 V X7R, 0805",https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
C20,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,"Capacitor 100 nF 50 V X7R, 0805",https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
C31,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,"Capacitor 100 nF 50 V X7R, 0805",https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
D33,1,1N4148W,Diode_SMD:D_SOD-123,ST(Semtech),1N4148W,"Small-signal diode 75 V 150 mA, SOD-123",https://jlcpcb.com/partdetail/ST_Semtech-1N4148W/C81598,
D34,1,1N4148W,Diode_SMD:D_SOD-123,ST(Semtech),1N4148W,"Small-signal diode 75 V 150 mA, SOD-123",https://jlcpcb.com/partdetail/ST_Semtech-1N4148W/C81598,
J133,1,J133 lamp rows (cabinet),Connector_Molex:Molex_KK-254_AE-6410-09A_1x09_P2.54mm_Vertical,MOLEX,22232091,J133 lamp rows (cabinet),https://jlcpcb.com/partdetail/C587032,
