Designator,Quantity,Value,MPN,Manufacturer,Footprint,JLCPCB_part,Library,Assembly
R251,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT
R253,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT
R254,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT
R255,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT
R256,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT
R259,1,15K,RC2512JK-0715KL,YAGEO,Resistor_SMD:R_2512_6332Metric,C1882622,Extended,SMT
R260,1,15K,RC2512JK-0715KL,YAGEO,Resistor_SMD:R_2512_6332Metric,C1882622,Extended,SMT
R261,1,118K,RC0805FR-07118KL,YAGEO,Resistor_SMD:R_0805_2012Metric,C274001,Extended,SMT
R262,1,29.4K,RC0805FR-0729K4L,YAGEO,Resistor_SMD:R_0805_2012Metric,C273956,Extended,SMT
R263,1,49.9K,0805W8F4992T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17719,Extended,SMT
R264,1,6.65K,RT0805BRD076K65L,YAGEO,Resistor_SMD:R_0805_2012Metric,C865625,Extended,SMT
R265,1,2.1K,RT0805BRD072K1L,YAGEO,Resistor_SMD:R_0805_2012Metric,C865367,Extended,SMT
R266,1,33.2K,0805W8F3322T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C37252,Extended,SMT
R267,1,130K,RC0805FR-07130KL,YAGEO,Resistor_SMD:R_0805_2012Metric,C483008,Extended,SMT
R268,1,20K,0805W8F2002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4328,Basic,SMT
R269,1,49.9K,0805W8F4992T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17719,Extended,SMT
R270,1,18K,RT0805BRD0718KL,YAGEO,Resistor_SMD:R_0805_2012Metric,C706223,Extended,SMT
R271,1,2K,RT0805BRD072KL,YAGEO,Resistor_SMD:R_0805_2012Metric,C865384,Extended,SMT
R272,1,42.2K,0805W8F4222T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17686,Extended,SMT
R301,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R302,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R303,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R304,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R305,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R306,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R307,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R308,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R310,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT
R311,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT
R312,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT
R313,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT
R314,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT
R315,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT
R316,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT
R317,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT
R318,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT
R319,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT
R320,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT
R321,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT
R322,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT
R323,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT
R324,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT
R325,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT
R326,1,13m,RL2512FK-070R013L,YAGEO,Resistor_SMD:R_2512_6332Metric,C705606,Extended,SMT
R327,1,33m,RL2512FK-070R033L,YAGEO,Resistor_SMD:R_2512_6332Metric,C705608,Extended,SMT
U1,1,74HCT574,SN74HCT574DWR,Texas Instruments,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,C6788,Extended,SMT
U2,1,74HCT574,SN74HCT574DWR,Texas Instruments,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,C6788,Extended,SMT
U3,1,74HCT574,SN74HCT574DWR,Texas Instruments,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,C6788,Extended,SMT
U4,1,74HCT574,SN74HCT574DWR,Texas Instruments,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,C6788,Extended,SMT
U5,1,74HCT574,SN74HCT574DWR,Texas Instruments,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,C6788,Extended,SMT
U6,1,LM339DR,LM339DR,Texas Instruments,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,C7948,Extended,SMT
U9,1,74HCT240,SN74HCT240DWR,Texas Instruments,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,C132264,Extended,SMT
U10,1,74HCT74,SN74HCT74DR,Texas Instruments,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,C352961,Extended,SMT
U11,1,74HCT74,SN74HCT74DR,Texas Instruments,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,C352961,Extended,SMT
U12,1,74HCT74,SN74HCT74DR,Texas Instruments,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,C352961,Extended,SMT
U13,1,74HCT74,SN74HCT74DR,Texas Instruments,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,C352961,Extended,SMT
U15,1,LM339DR,LM339DR,Texas Instruments,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,C7948,Extended,SMT
U16,1,LM339DR,LM339DR,Texas Instruments,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,C7948,Extended,SMT
U18,1,74HCT574,SN74HCT574DWR,Texas Instruments,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,C6788,Extended,SMT
U19,1,TBD62083AFWG,"TBD62083AFWG,EL",TOSHIBA,Package_SO:SOIC-18W_7.5x11.6mm_P1.27mm,C165895,Extended,SMT
U20,1,TPS552892RYQR,TPS552892RYQR,Texas Instruments,wpc_cost:TI_RYQ0021B_5x3mm,C19272254,Extended,SMT
U21,1,TPS552892RYQR,TPS552892RYQR,Texas Instruments,wpc_cost:TI_RYQ0021B_5x3mm,C19272254,Extended,SMT
W1,1,0R,RC2512JK-070RL,YAGEO,Resistor_SMD:R_2512_6332Metric,C189505,Extended,SMT
