Upload_designator,Native_reference,Source_BOM_designator,LCSC_part,Assembly,Native_footprint,Actual_X_mm,Actual_Y_mm,CPL_X_mm,CPL_Y_mm,Rotation_deg,Native_rotation_deg,Library_rotation_offset_deg,Center_basis,Assembly_note
Q48,Q48,Q48,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,245.161000,-200.139000,245.161000,-200.139000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q50,Q50,Q50,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,245.161000,-226.545000,245.161000,-226.545000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q52,Q52,Q52,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,266.957000,-147.327000,266.957000,-147.327000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q54,Q54,Q54,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,266.957000,-173.733000,266.957000,-173.733000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q56,Q56,Q56,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,266.957000,-200.139000,266.957000,-200.139000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q58,Q58,Q58,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,266.957000,-226.545000,266.957000,-226.545000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q64,Q64,Q64,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,287.913000,-150.970000,287.913000,-150.970000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q66,Q66,Q66,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,287.913000,-176.532000,287.913000,-176.532000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q68,Q68,Q68,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,287.913000,-202.112000,287.913000,-202.112000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q70,Q70,Q70,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,287.913000,-227.680000,287.913000,-227.680000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q76,Q76,Q76,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,312.475000,-150.970000,312.475000,-150.970000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q78,Q78,Q78,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,312.475000,-176.532000,312.475000,-176.532000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q80,Q80,Q80,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,312.475000,-202.112000,312.475000,-202.112000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q82,Q82,Q82,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,312.475000,-227.680000,312.475000,-227.680000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q83,Q83,Q83,C3007,SMT,Package_TO_SOT_SMD:TO-252-2,354.687000,-181.400000,354.687000,-181.400000,90.000000,0.000000,90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +90 deg LCSC library correction; native PCB rotation is 0 deg.
Q84,Q84,Q84,C3007,SMT,Package_TO_SOT_SMD:TO-252-2,354.512000,-198.254000,354.512000,-198.254000,90.000000,0.000000,90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +90 deg LCSC library correction; native PCB rotation is 0 deg.
Q85,Q85,Q85,C3007,SMT,Package_TO_SOT_SMD:TO-252-2,354.660000,-215.126000,354.660000,-215.126000,90.000000,0.000000,90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +90 deg LCSC library correction; native PCB rotation is 0 deg.
Q86,Q86,Q86,C3007,SMT,Package_TO_SOT_SMD:TO-252-2,354.512000,-231.986000,354.512000,-231.986000,90.000000,0.000000,90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +90 deg LCSC library correction; native PCB rotation is 0 deg.
Q87,Q87,Q87,C3007,SMT,Package_TO_SOT_SMD:TO-252-2,376.387000,-181.436000,376.387000,-181.436000,90.000000,0.000000,90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +90 deg LCSC library correction; native PCB rotation is 0 deg.
Q88,Q88,Q88,C3007,SMT,Package_TO_SOT_SMD:TO-252-2,376.511000,-198.260000,376.511000,-198.260000,90.000000,0.000000,90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +90 deg LCSC library correction; native PCB rotation is 0 deg.
Q89,Q89,Q89,C3007,SMT,Package_TO_SOT_SMD:TO-252-2,376.382000,-215.095000,376.382000,-215.095000,90.000000,0.000000,90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +90 deg LCSC library correction; native PCB rotation is 0 deg.
Q90,Q90,Q90,C3007,SMT,Package_TO_SOT_SMD:TO-252-2,376.511000,-231.972000,376.511000,-231.972000,90.000000,0.000000,90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +90 deg LCSC library correction; native PCB rotation is 0 deg.
Q91,Q91,Q91,C2624,SMT,Package_TO_SOT_SMD:TO-252-2,411.644000,-181.479000,411.644000,-181.479000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q92,Q92,Q92,C2624,SMT,Package_TO_SOT_SMD:TO-252-2,411.644000,-198.343000,411.644000,-198.343000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q93,Q93,Q93,C2624,SMT,Package_TO_SOT_SMD:TO-252-2,411.644000,-215.218000,411.644000,-215.218000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q94,Q94,Q94,C2624,SMT,Package_TO_SOT_SMD:TO-252-2,411.644000,-232.061000,411.644000,-232.061000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q95,Q95,Q95,C2624,SMT,Package_TO_SOT_SMD:TO-252-2,433.440000,-189.505000,433.440000,-189.505000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q96,Q96,Q96,C2624,SMT,Package_TO_SOT_SMD:TO-252-2,433.440000,-206.369000,433.440000,-206.369000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q97,Q97,Q97,C2624,SMT,Package_TO_SOT_SMD:TO-252-2,433.440000,-223.224000,433.440000,-223.224000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q98,Q98,Q98,C2624,SMT,Package_TO_SOT_SMD:TO-252-2,433.510000,-240.089000,433.510000,-240.089000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
R3,R3,R3,C17414,SMT,Resistor_SMD:R_0805_2012Metric,74.462000,-71.972000,74.462000,-71.972000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R4,R4,R4,C17414,SMT,Resistor_SMD:R_0805_2012Metric,69.052000,-69.997000,69.052000,-69.997000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R6,R6,R6,C17414,SMT,Resistor_SMD:R_0805_2012Metric,75.758000,-68.022000,75.758000,-68.022000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R7,R7,R7,C1882619,SMT,Resistor_SMD:R_2512_6332Metric,140.496000,-214.312000,140.496000,-214.312000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R8,R8,R8,C17710,SMT,Resistor_SMD:R_0805_2012Metric,120.378000,-114.972000,120.378000,-114.972000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R9,R9,R9,C17414,SMT,Resistor_SMD:R_0805_2012Metric,140.496000,-203.493000,140.496000,-203.493000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R10,R10,R10,C1882619,SMT,Resistor_SMD:R_2512_6332Metric,60.189000,-164.436000,60.189000,-164.436000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R11,R11,R11,C17710,SMT,Resistor_SMD:R_0805_2012Metric,120.378000,-118.878000,120.378000,-118.878000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R12,R12,R12,C17414,SMT,Resistor_SMD:R_0805_2012Metric,60.189000,-153.646000,60.189000,-153.646000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R13,R13,R13,C1882619,SMT,Resistor_SMD:R_2512_6332Metric,97.744000,-137.609000,97.744000,-137.609000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R14,R14,R14,C17710,SMT,Resistor_SMD:R_0805_2012Metric,120.378000,-122.793000,120.378000,-122.793000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R15,R15,R15,C17414,SMT,Resistor_SMD:R_0805_2012Metric,97.744000,-126.790000,97.744000,-126.790000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R16,R16,R16,C1882619,SMT,Resistor_SMD:R_2512_6332Metric,99.420000,-188.745000,99.420000,-188.745000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R17,R17,R17,C17710,SMT,Resistor_SMD:R_0805_2012Metric,120.378000,-126.743000,120.378000,-126.743000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R18,R18,R18,C17414,SMT,Resistor_SMD:R_0805_2012Metric,99.420000,-177.925000,99.420000,-177.925000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R19,R19,R19,C1882619,SMT,Resistor_SMD:R_2512_6332Metric,140.496000,-162.758000,140.496000,-162.758000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R20,R20,R20,C17710,SMT,Resistor_SMD:R_0805_2012Metric,120.378000,-130.657000,120.378000,-130.657000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R21,R21,R21,C17414,SMT,Resistor_SMD:R_0805_2012Metric,140.496000,-151.938000,140.496000,-151.938000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R22,R22,R22,C17408,SMT,Resistor_SMD:R_0805_2012Metric,163.382000,-136.913000,163.382000,-136.913000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R23,R23,R23,C17414,SMT,Resistor_SMD:R_0805_2012Metric,163.382000,-140.863000,163.382000,-140.863000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R26,R26,R26,C17408,SMT,Resistor_SMD:R_0805_2012Metric,163.382000,-163.318000,163.382000,-163.318000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R27,R27,R27,C17414,SMT,Resistor_SMD:R_0805_2012Metric,163.382000,-167.268000,163.382000,-167.268000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R30,R30,R30,C17408,SMT,Resistor_SMD:R_0805_2012Metric,163.382000,-189.718000,163.382000,-189.718000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R31,R31,R31,C17414,SMT,Resistor_SMD:R_0805_2012Metric,163.382000,-193.668000,163.382000,-193.668000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R34,R34,R34,C17408,SMT,Resistor_SMD:R_0805_2012Metric,163.382000,-216.130000,163.382000,-216.130000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R35,R35,R35,C17414,SMT,Resistor_SMD:R_0805_2012Metric,163.382000,-220.080000,163.382000,-220.080000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R38,R38,R38,C17408,SMT,Resistor_SMD:R_0805_2012Metric,196.913000,-138.396000,196.913000,-138.396000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R39,R39,R39,C17414,SMT,Resistor_SMD:R_0805_2012Metric,196.913000,-142.346000,196.913000,-142.346000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R42,R42,R42,C17408,SMT,Resistor_SMD:R_0805_2012Metric,196.913000,-164.802000,196.913000,-164.802000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R43,R43,R43,C17414,SMT,Resistor_SMD:R_0805_2012Metric,196.913000,-168.752000,196.913000,-168.752000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R46,R46,R46,C17408,SMT,Resistor_SMD:R_0805_2012Metric,196.913000,-191.215000,196.913000,-191.215000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R47,R47,R47,C17414,SMT,Resistor_SMD:R_0805_2012Metric,196.913000,-195.165000,196.913000,-195.165000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R50,R50,R50,C17408,SMT,Resistor_SMD:R_0805_2012Metric,196.913000,-217.614000,196.913000,-217.614000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R51,R51,R51,C17414,SMT,Resistor_SMD:R_0805_2012Metric,196.913000,-221.564000,196.913000,-221.564000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R54,R54,R54,C17408,SMT,Resistor_SMD:R_0805_2012Metric,220.385000,-138.396000,220.385000,-138.396000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R55,R55,R55,C17414,SMT,Resistor_SMD:R_0805_2012Metric,220.385000,-142.346000,220.385000,-142.346000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R58,R58,R58,C17408,SMT,Resistor_SMD:R_0805_2012Metric,220.385000,-164.802000,220.385000,-164.802000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R59,R59,R59,C17414,SMT,Resistor_SMD:R_0805_2012Metric,220.385000,-168.752000,220.385000,-168.752000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R62,R62,R62,C17408,SMT,Resistor_SMD:R_0805_2012Metric,220.385000,-191.215000,220.385000,-191.215000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R63,R63,R63,C17414,SMT,Resistor_SMD:R_0805_2012Metric,220.385000,-195.165000,220.385000,-195.165000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R66,R66,R66,C17408,SMT,Resistor_SMD:R_0805_2012Metric,220.385000,-217.614000,220.385000,-217.614000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R67,R67,R67,C17414,SMT,Resistor_SMD:R_0805_2012Metric,220.385000,-221.564000,220.385000,-221.564000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R70,R70,R70,C17408,SMT,Resistor_SMD:R_0805_2012Metric,244.108000,-136.913000,244.108000,-136.913000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R71,R71,R71,C17414,SMT,Resistor_SMD:R_0805_2012Metric,244.108000,-140.863000,244.108000,-140.863000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R74,R74,R74,C17408,SMT,Resistor_SMD:R_0805_2012Metric,244.108000,-163.318000,244.108000,-163.318000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R75,R75,R75,C17414,SMT,Resistor_SMD:R_0805_2012Metric,244.108000,-167.268000,244.108000,-167.268000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R78,R78,R78,C17408,SMT,Resistor_SMD:R_0805_2012Metric,244.108000,-189.718000,244.108000,-189.718000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R79,R79,R79,C17414,SMT,Resistor_SMD:R_0805_2012Metric,244.108000,-193.668000,244.108000,-193.668000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R82,R82,R82,C17408,SMT,Resistor_SMD:R_0805_2012Metric,244.108000,-216.130000,244.108000,-216.130000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R83,R83,R83,C17414,SMT,Resistor_SMD:R_0805_2012Metric,244.108000,-220.080000,244.108000,-220.080000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R86,R86,R86,C17408,SMT,Resistor_SMD:R_0805_2012Metric,265.904000,-136.913000,265.904000,-136.913000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R87,R87,R87,C17414,SMT,Resistor_SMD:R_0805_2012Metric,265.904000,-140.863000,265.904000,-140.863000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R90,R90,R90,C17408,SMT,Resistor_SMD:R_0805_2012Metric,265.904000,-163.318000,265.904000,-163.318000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R91,R91,R91,C17414,SMT,Resistor_SMD:R_0805_2012Metric,265.904000,-167.268000,265.904000,-167.268000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R94,R94,R94,C17408,SMT,Resistor_SMD:R_0805_2012Metric,265.904000,-189.718000,265.904000,-189.718000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R95,R95,R95,C17414,SMT,Resistor_SMD:R_0805_2012Metric,265.904000,-193.668000,265.904000,-193.668000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R98,R98,R98,C17408,SMT,Resistor_SMD:R_0805_2012Metric,265.904000,-216.130000,265.904000,-216.130000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R99,R99,R99,C17414,SMT,Resistor_SMD:R_0805_2012Metric,265.904000,-220.080000,265.904000,-220.080000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R126,R126,R126,C17414,SMT,Resistor_SMD:R_0805_2012Metric,286.861000,-140.617000,286.861000,-140.617000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R127,R127,R127,C17408,SMT,Resistor_SMD:R_0805_2012Metric,286.861000,-144.520000,286.861000,-144.520000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R128,R128,R128,C17414,SMT,Resistor_SMD:R_0805_2012Metric,286.861000,-166.129000,286.861000,-166.129000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R129,R129,R129,C17408,SMT,Resistor_SMD:R_0805_2012Metric,286.861000,-170.079000,286.861000,-170.079000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R130,R130,R130,C17414,SMT,Resistor_SMD:R_0805_2012Metric,286.861000,-191.712000,286.861000,-191.712000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R131,R131,R131,C17408,SMT,Resistor_SMD:R_0805_2012Metric,286.861000,-195.662000,286.861000,-195.662000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R132,R132,R132,C17414,SMT,Resistor_SMD:R_0805_2012Metric,286.861000,-217.279000,286.861000,-217.279000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R133,R133,R133,C17408,SMT,Resistor_SMD:R_0805_2012Metric,286.861000,-221.229000,286.861000,-221.229000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R134,R134,R134,C17414,SMT,Resistor_SMD:R_0805_2012Metric,311.422000,-140.617000,311.422000,-140.617000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R135,R135,R135,C17408,SMT,Resistor_SMD:R_0805_2012Metric,311.422000,-144.520000,311.422000,-144.520000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R136,R136,R136,C17414,SMT,Resistor_SMD:R_0805_2012Metric,311.422000,-166.129000,311.422000,-166.129000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R137,R137,R137,C17408,SMT,Resistor_SMD:R_0805_2012Metric,311.422000,-170.079000,311.422000,-170.079000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R138,R138,R138,C17414,SMT,Resistor_SMD:R_0805_2012Metric,311.422000,-191.712000,311.422000,-191.712000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R139,R139,R139,C17408,SMT,Resistor_SMD:R_0805_2012Metric,311.422000,-195.662000,311.422000,-195.662000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R140,R140,R140,C17414,SMT,Resistor_SMD:R_0805_2012Metric,311.422000,-217.279000,311.422000,-217.279000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R141,R141,R141,C17408,SMT,Resistor_SMD:R_0805_2012Metric,311.422000,-221.229000,311.422000,-221.229000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R142,R142,R142,C17414,SMT,Resistor_SMD:R_0805_2012Metric,329.232000,-172.686000,329.232000,-172.686000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R143,R143,R143,C17414,SMT,Resistor_SMD:R_0805_2012Metric,346.044000,-149.382000,346.044000,-149.382000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R144,R144,R144,C17414,SMT,Resistor_SMD:R_0805_2012Metric,362.453000,-174.531000,362.453000,-174.531000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R145,R145,R145,C17414,SMT,Resistor_SMD:R_0805_2012Metric,364.852000,-149.382000,364.852000,-149.382000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R146,R146,R146,C17414,SMT,Resistor_SMD:R_0805_2012Metric,368.802000,-149.382000,368.802000,-149.382000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R147,R147,R147,C17414,SMT,Resistor_SMD:R_0805_2012Metric,366.369000,-164.879000,366.369000,-164.879000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R148,R148,R148,C17414,SMT,Resistor_SMD:R_0805_2012Metric,399.528000,-172.686000,399.528000,-172.686000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R149,R149,R149,C17414,SMT,Resistor_SMD:R_0805_2012Metric,399.457000,-149.634000,399.457000,-149.634000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R150,R150,R150,C875839,SMT,Resistor_SMD:R_2512_6332Metric,340.382000,-201.607000,340.382000,-201.607000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R151,R151,R151,C875839,SMT,Resistor_SMD:R_2512_6332Metric,340.389000,-222.145000,340.389000,-222.145000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R152,R152,R152,C875839,SMT,Resistor_SMD:R_2512_6332Metric,334.308000,-201.607000,334.308000,-201.607000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R153,R153,R153,C875839,SMT,Resistor_SMD:R_2512_6332Metric,334.308000,-222.145000,334.308000,-222.145000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R154,R154,R154,C17513,SMT,Resistor_SMD:R_0805_2012Metric,349.853000,-191.802000,349.853000,-191.802000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R155,R155,R155,C17408,SMT,Resistor_SMD:R_0805_2012Metric,349.564000,-174.942000,349.564000,-174.942000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R156,R156,R156,C17513,SMT,Resistor_SMD:R_0805_2012Metric,349.624000,-204.750000,349.624000,-204.750000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R157,R157,R157,C17408,SMT,Resistor_SMD:R_0805_2012Metric,350.021000,-187.852000,350.021000,-187.852000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R158,R158,R158,C17513,SMT,Resistor_SMD:R_0805_2012Metric,350.145000,-225.486000,350.145000,-225.486000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R159,R159,R159,C17408,SMT,Resistor_SMD:R_0805_2012Metric,349.594000,-208.652000,349.594000,-208.652000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R160,R160,R160,C17513,SMT,Resistor_SMD:R_0805_2012Metric,349.564000,-238.448000,349.564000,-238.448000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R161,R161,R161,C17408,SMT,Resistor_SMD:R_0805_2012Metric,350.021000,-221.584000,350.021000,-221.584000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R162,R162,R162,C17513,SMT,Resistor_SMD:R_0805_2012Metric,370.102000,-169.559000,370.102000,-169.559000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R164,R164,R164,C17513,SMT,Resistor_SMD:R_0805_2012Metric,371.731000,-191.791000,371.731000,-191.791000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R165,R165,R165,C17408,SMT,Resistor_SMD:R_0805_2012Metric,373.246000,-174.965000,373.246000,-174.965000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R166,R166,R166,C17513,SMT,Resistor_SMD:R_0805_2012Metric,371.671000,-204.713000,371.671000,-204.713000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R167,R167,R167,C17408,SMT,Resistor_SMD:R_0805_2012Metric,371.731000,-187.890000,371.731000,-187.890000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R168,R168,R168,C17513,SMT,Resistor_SMD:R_0805_2012Metric,371.731000,-225.472000,371.731000,-225.472000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
